alert_id,typology,rule_id,risk_score,priority,status,alert_date,customer_name,risk_rating,is_pep,nationality,amount,transaction_type,transaction_date,counterparty_country
ALT_B735363B9E,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Elizabeth Jones,low,0,NL,11494.49,internal_transfer,2025-09-04 19:04:20,US
ALT_95371FA6DC,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Hannah Patterson,low,0,AU,12974.38,cash_withdrawal,2026-05-11 19:04:20,US
ALT_F6B13EF316,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Antonio Fry,low,0,AU,13947.19,check_deposit,2026-02-22 19:04:20,US
ALT_7C3C0F4828,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Jeff Owens,low,0,CH,14001.74,internal_transfer,2026-05-22 19:04:20,US
ALT_F595866954,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Lisa Allen,low,0,US,14014.25,pos_purchase,2025-11-13 19:04:20,US
ALT_FFB88B1E88,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Jeff Owens,low,0,CH,14388.68,internal_transfer,2026-05-22 19:04:20,US
ALT_3CC9D402B8,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Michael Stewart,low,0,US,14740.62,pos_purchase,2026-02-02 19:04:20,US
ALT_66756DF18D,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Lisa Allen,low,0,US,14897.38,atm_withdrawal,2025-11-13 19:04:20,US
ALT_5BF659C935,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Brenda Wright,low,0,DE,21066.46,wire_transfer,2026-04-14 19:04:20,US
ALT_78EF7ACCE1,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Parker Cain,low,0,NL,24525.64,internal_transfer,2025-09-10 03:04:20,KP
ALT_FC9B48398D,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Jason Beck,low,0,AU,29724.58,internal_transfer,2026-02-01 20:04:20,YE
ALT_B60923C125,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Spencer Haynes,low,0,DE,30403.1,wire_transfer,2025-09-13 19:04:20,CH
ALT_2B125EE23A,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Robert Montgomery,low,0,NL,30880.09,wire_transfer,2025-09-15 19:04:20,GB
ALT_A7DC489A0D,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Michael Henry,low,0,SG,32813.92,internal_transfer,2025-10-03 06:04:20,CU
ALT_266F08D7E3,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Katherine Davis,low,0,AU,34385.94,wire_transfer,2025-08-17 19:04:20,CA
ALT_4E14AEF01E,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Eric Key,low,0,SG,35076.06,wire_transfer,2025-08-16 19:04:20,NL
ALT_550B87FAF1,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Elizabeth Jones,low,0,NL,36670.76,wire_transfer,2026-01-08 19:04:20,CA
ALT_57DAE627C2,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Amanda Jones,low,0,FR,36719.52,internal_transfer,2025-10-03 03:04:20,US
ALT_24B8B1B131,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Nicholas Martin,low,0,FR,36983.62,internal_transfer,2025-12-17 23:04:20,US
ALT_6477204B14,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Teresa Powers,low,0,US,37010.09,wire_transfer,2026-01-16 19:04:20,CA
ALT_45E8BEBD11,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Evelyn Galvan,low,0,CH,37153.13,internal_transfer,2026-02-01 05:04:20,US
ALT_381CDE36F7,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Gabrielle Davis,low,0,CH,37188.21,internal_transfer,2025-08-18 05:04:20,MM
ALT_4F120CAB50,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Sherri Smith,low,0,AU,37212.95,wire_transfer,2026-01-13 19:04:20,DE
ALT_78B07BDF80,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Paul Thompson,low,0,CH,38054.94,wire_transfer,2026-01-09 19:04:20,SG
ALT_C79ABA8021,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Laura Williams,low,0,FR,39255.37,internal_transfer,2026-01-31 20:04:20,RU
ALT_F847B7A302,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Todd Woods,low,0,SG,40661.82,internal_transfer,2025-08-17 23:04:20,US
ALT_60663754F7,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Colton Martinez,low,0,FR,41988.05,internal_transfer,2025-10-01 21:04:20,US
ALT_7444588015,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Travis Miller,low,0,AU,42869.65,internal_transfer,2025-08-17 22:04:20,YE
ALT_80FC7B495A,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Nicholas Martin,low,0,FR,43692.61,internal_transfer,2026-03-07 16:04:20,KP
ALT_D3088C780B,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Christina Smith,low,0,NL,43843.7,internal_transfer,2025-12-25 19:04:20,US
ALT_BF54FFEB4C,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Jason Beck,low,0,AU,45130.29,wire_transfer,2025-12-17 01:04:20,US
ALT_E1B51C2284,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Nicole Brown,low,0,GB,45383.69,internal_transfer,2025-08-18 03:04:20,US
ALT_BC85DA811D,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Barbara Dudley,low,0,SG,45388.95,wire_transfer,2025-10-01 22:04:20,IR
ALT_F0D99F2CC7,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Jeff Owens,low,0,CH,46201.32,wire_transfer,2025-11-08 19:04:20,NL
ALT_689B72F736,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Gabriel Juarez,low,0,US,47080.3,wire_transfer,2025-11-07 19:04:20,FR
ALT_BC3B431C75,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Natasha Williams,low,0,SG,47384.67,wire_transfer,2025-11-11 19:04:20,DE
ALT_C381B6E9AE,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Robert Arnold,low,0,GB,47460.88,internal_transfer,2025-12-17 02:04:20,YE
ALT_E41F21C397,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Kristen Myers DDS,low,0,FR,47673.39,wire_transfer,2025-11-05 19:04:20,CA
ALT_9D744B4191,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Eric Nolan,low,0,CH,47957.32,wire_transfer,2026-05-05 19:04:20,NL
ALT_F747E425A8,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Donna Hendricks DDS,low,0,FR,51217.02,wire_transfer,2026-03-06 23:04:20,YE
ALT_7D1D3ECCCA,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Sarah Moore,low,0,SG,53727.07,wire_transfer,2026-03-02 03:04:20,YE
ALT_4A46B8255E,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Victoria Murray,low,0,US,57760.57,internal_transfer,2025-12-20 19:04:20,RU
ALT_FB2E436D82,velocity_spike,AML-005,55.0,medium,open,2026-06-02 19:04:21,Peter Garrett,low,0,NL,65935.94,wire_transfer,2025-11-24 09:04:20,US
